Date;Open;ClosingPrice;DailyHigh;DailyLow;VolumePcs
29.02.2016;137,89000;141,40000;141,52000;137,50000;37875470
26.02.2016;138,80000;138,67000;139,98000;138,00000;32716070
25.02.2016;137,70000;137,97000;139,46000;135,55000;35448000
24.02.2016;138,56000;137,15000;138,75000;136,25000;27752530
22.02.2016;136,99000;139,90000;139,95000;136,62000;19289610
19.02.2016;137,29000;136,90000;137,29000;135,62000;25520350
18.02.2016;137,40000;138,00000;138,90000;137,11000;31976900
17.02.2016;135,50000;137,10000;137,20000;135,05000;31349980
16.02.2016;134,50000;135,85000;136,45000;133,95000;49326570
15.02.2016;132,01000;133,43000;133,90000;132,01000;24469030
12.02.2016;131,17000;131,30000;132,23000;130,71000;27049420
11.02.2016;132,87000;130,49000;133,08000;129,31000;44068540
10.02.2016;132,06000;133,03000;133,92000;131,80000;26628310
09.02.2016;132,98000;132,70000;135,19000;132,45000;30994180
08.02.2016;134,30000;133,50000;134,97000;132,15000;30581080
05.02.2016;134,50000;134,43000;136,20000;133,91000;24348950
04.02.2016;133,16000;135,07000;135,25000;132,62000;38500510
03.02.2016;131,90000;131,01000;133,00000;130,91000;30520610
02.02.2016;133,05000;132,50000;135,28000;132,09000;36229240
01.02.2016;136,01000;133,90000;136,34000;132,82000;31931470
29.01.2016;137,00000;136,60000;137,20000;133,33000;41603070
28.01.2016;133,90000;136,50000;136,50000;133,15000;40288270
27.01.2016;132,14000;134,00000;134,00000;131,85000;28642080
26.01.2016;131,00000;131,89000;132,45000;130,34000;26161430
25.01.2016;133,14000;133,00000;133,19000;130,68000;30428580
22.01.2016;129,99000;132,40000;132,98000;128,34000;57511540
21.01.2016;126,01000;127,75000;128,09000;125,55000;34296460
20.01.2016;123,60000;125,83000;125,83000;122,80000;35375480
19.01.2016;125,52000;125,98000;128,40000;125,30000;36452020
18.01.2016;124,80000;124,60000;126,30000;122,75000;36024930
15.01.2016;130,31000;125,10000;132,43000;125,05000;62125020
14.01.2016;130,99000;130,86000;131,49000;129,01000;43969320
13.01.2016;134,17000;131,30000;134,48000;131,20000;30807200
12.01.2016;130,40000;133,54000;135,25000;130,10000;39697670
11.01.2016;133,00000;131,38000;133,65000;131,10000;34008830
06.01.2016;136,31000;135,94000;136,93000;135,30000;10393910
05.01.2016;134,66000;136,45000;137,28000;134,61000;14285210
04.01.2016;135,89000;134,91000;136,65000;134,42000;12409380
30.12.2015;137,49000;136,09000;137,49000;135,45000;17586600
29.12.2015;135,26000;137,49000;137,55000;134,74000;21516980
28.12.2015;134,35000;134,97000;135,40000;133,76000;11795110
25.12.2015;136,49000;134,48000;136,49000;134,03000;14866310
24.12.2015;135,85000;136,00000;138,08000;134,45000;36828650
23.12.2015;133,55000;135,30000;135,30000;133,35000;26760910
22.12.2015;132,00000;133,20000;133,54000;131,81000;20022420
21.12.2015;132,00000;131,50000;133,94000;131,00000;28393100
18.12.2015;137,29000;132,25000;137,39000;132,25000;38544860
17.12.2015;134,65000;137,90000;138,69000;134,65000;45419720
16.12.2015;134,50000;134,50000;135,17000;133,95000;20568260
15.12.2015;132,24000;134,40000;134,90000;132,10000;31392380
14.12.2015;133,09000;131,59000;133,18000;130,90000;34282190
11.12.2015;135,17000;133,80000;135,60000;132,50000;27473980
10.12.2015;135,65000;135,60000;136,82000;135,00000;25913580
09.12.2015;134,93000;135,81000;136,20000;134,40000;25660130
08.12.2015;134,31000;134,65000;135,56000;133,28000;35664680
07.12.2015;137,51000;134,50000;138,58000;134,30000;37356040
04.12.2015;140,40000;137,70000;141,60000;137,00000;37016790
03.12.2015;136,56000;140,00000;140,66000;136,53000;41873610
02.12.2015;137,51000;136,85000;139,45000;136,30000;28341350
01.12.2015;140,00000;137,42000;140,00000;136,88000;25380730
30.11.2015;140,35000;138,00000;142,47000;138,00000;39800140
27.11.2015;143,00000;140,65000;143,10000;140,62000;29718120
26.11.2015;144,27000;143,20000;146,21000;141,86000;31481580
25.11.2015;146,00000;143,99000;147,07000;142,26000;43594760
24.11.2015;151,82000;145,65000;152,84000;144,70000;60240380
23.11.2015;147,87000;152,00000;152,00000;145,88000;42929680
20.11.2015;146,11000;148,05000;148,91000;144,74000;30783620
19.11.2015;148,14000;147,50000;149,98000;145,17000;61650450
18.11.2015;142,84000;147,47000;147,95000;141,78000;51723210
17.11.2015;138,27000;142,75000;143,50000;137,82000;61489770
16.11.2015;136,45000;137,21000;139,20000;135,60000;35805200
13.11.2015;136,44000;136,00000;137,36000;135,70000;28863030
12.11.2015;135,02000;136,60000;138,87000;134,53000;50100910
11.11.2015;136,00000;135,00000;136,65000;134,60000;30604530
10.11.2015;136,49000;135,58000;136,95000;135,32000;27182510
09.11.2015;138,10000;136,50000;138,34000;135,70000;26035830
06.11.2015;140,91000;137,75000;142,30000;137,30000;34931350
05.11.2015;141,90000;140,97000;142,94000;140,48000;36802170
03.11.2015;137,60000;141,75000;142,00000;137,41000;38388870
02.11.2015;135,49000;137,80000;137,80000;135,12000;23047740
30.10.2015;136,11000;135,75000;136,66000;135,18000;23791590
29.10.2015;138,25000;136,11000;138,30000;135,52000;27973160
28.10.2015;138,35000;138,10000;138,35000;135,80000;36173100
27.10.2015;137,39000;138,50000;138,50000;135,66000;35949430
26.10.2015;139,10000;138,50000;139,99000;136,65000;32928060
23.10.2015;139,71000;138,94000;140,19000;138,50000;30182580
22.10.2015;139,39000;139,25000;140,17000;138,88000;25033350
21.10.2015;140,36000;139,49000;140,64000;138,20000;32447530
20.10.2015;140,74000;140,40000;140,77000;138,60000;28930580
19.10.2015;140,77000;140,27000;141,52000;138,62000;27865630
16.10.2015;143,97000;141,00000;144,16000;140,20000;28994190
15.10.2015;142,39000;142,61000;144,16000;142,21000;22747440
14.10.2015;141,11000;142,01000;143,36000;140,50000;25524780
13.10.2015;141,00000;141,80000;141,80000;138,81000;31623180
12.10.2015;143,89000;141,70000;144,99000;140,72000;29331570
09.10.2015;140,60000;143,81000;145,32000;140,60000;64777620
08.10.2015;139,35000;139,80000;141,15000;138,35000;41786950
07.10.2015;138,16000;140,00000;140,00000;136,75000;42744810
06.10.2015;137,00000;137,87000;137,90000;135,17000;38694750
05.10.2015;132,50000;136,80000;136,80000;132,27000;38869020
02.10.2015;132,47000;131,50000;133,17000;131,02000;26899830
01.10.2015;134,70000;132,90000;135,60000;131,51000;34119000
30.09.2015;133,80000;134,55000;135,73000;132,80000;43444970
29.09.2015;130,42000;133,20000;134,06000;130,36000;30547740
28.09.2015;134,10000;130,90000;134,27000;130,37000;30738740
25.09.2015;132,61000;133,85000;134,55000;132,54000;35648680
24.09.2015;134,67000;132,20000;134,78000;131,50000;37783580
23.09.2015;136,50000;134,30000;136,88000;133,38000;45316880
22.09.2015;139,76000;136,40000;139,76000;135,68000;36500060
21.09.2015;140,13000;139,45000;140,84000;138,82000;20745480
18.09.2015;143,34000;139,50000;143,40000;139,10000;44194850
17.09.2015;143,00000;142,80000;143,27000;142,31000;14288750
16.09.2015;142,45000;142,91000;143,17000;141,60000;27476410
15.09.2015;143,51000;141,95000;143,80000;141,45000;24405380
14.09.2015;142,25000;143,58000;143,87000;142,10000;20561300
11.09.2015;143,26000;142,40000;143,50000;141,20000;25381150
10.09.2015;143,60000;142,99000;144,78000;142,35000;24778540
09.09.2015;144,50000;144,22000;145,40000;144,11000;21136180
08.09.2015;142,27000;143,21000;144,39000;142,23000;22317250
07.09.2015;142,51000;141,67000;143,40000;141,32000;17931450
04.09.2015;144,90000;142,80000;145,13000;142,17000;26002300
03.09.2015;143,61000;145,30000;145,95000;142,70000;28149840
02.09.2015;144,10000;142,57000;145,50000;142,25000;33617350
01.09.2015;148,19000;144,50000;148,20000;143,70000;35291020
31.08.2015;145,89000;148,19000;148,19000;145,16000;28847750
28.08.2015;145,30000;146,60000;147,35000;143,04000;38427870
27.08.2015;141,90000;144,60000;144,80000;141,59000;32676500
26.08.2015;140,29000;140,51000;141,95000;138,51000;34517760
25.08.2015;135,72000;140,40000;141,00000;135,72000;44157570
24.08.2015;139,00000;135,35000;139,00000;134,10000;51703930
21.08.2015;141,55000;140,29000;143,00000;140,21000;25997790
20.08.2015;140,10000;142,64000;143,00000;139,82000;35561070
19.08.2015;142,50000;140,80000;143,60000;139,80000;30855920
18.08.2015;143,61000;142,65000;143,90000;141,70000;20539560
17.08.2015;144,50000;144,25000;144,89000;142,76000;24269970
14.08.2015;143,70000;144,80000;145,45000;142,90000;25171590
13.08.2015;143,30000;143,70000;144,50000;142,72000;25378510
12.08.2015;141,22000;142,99000;143,20000;140,10000;26189320
11.08.2015;141,50000;141,97000;143,30000;141,05000;32854520
10.08.2015;141,25000;141,50000;141,60000;138,00000;41630180
07.08.2015;141,01000;141,34000;142,20000;140,50000;20843610
06.08.2015;143,01000;140,88000;143,74000;140,23000;36117180
05.08.2015;142,24000;143,78000;143,95000;140,75000;25643100
04.08.2015;141,10000;141,89000;142,75000;140,15000;26554060
03.08.2015;142,00000;141,45000;143,15000;139,90000;26294150
31.07.2015;139,40000;142,50000;142,60000;137,85000;31362610
30.07.2015;138,50000;139,80000;140,44000;138,04000;24092880
29.07.2015;135,38000;138,70000;138,70000;134,35000;26500120
28.07.2015;134,50000;135,05000;136,36000;132,77000;29397710
27.07.2015;136,10000;134,51000;136,37000;133,13000;31642430
24.07.2015;138,10000;136,41000;138,34000;135,85000;30632020
23.07.2015;140,55000;138,37000;140,80000;138,32000;20548470
22.07.2015;140,70000;140,80000;141,01000;138,71000;27947150
21.07.2015;141,50000;141,41000;142,45000;139,96000;22579210
20.07.2015;143,90000;141,78000;144,20000;140,50000;19869060
17.07.2015;143,66000;143,60000;145,64000;143,40000;21119450
16.07.2015;142,51000;144,20000;144,20000;142,01000;15387510
15.07.2015;141,50000;142,70000;143,38000;141,00000;29020430
14.07.2015;145,30000;146,50000;146,50000;144,16000;26939550
13.07.2015;143,70000;145,27000;145,35000;143,40000;23801640
10.07.2015;144,00000;143,90000;144,70000;143,50000;19964070
09.07.2015;141,90000;143,77000;143,85000;141,37000;22499230
08.07.2015;142,45000;141,50000;142,94000;139,55000;28942780
07.07.2015;142,77000;142,50000;144,86000;142,03000;28941760
06.07.2015;143,51000;143,00000;144,06000;141,25000;18819930
03.07.2015;145,96000;144,33000;146,05000;144,00000;11657320
02.07.2015;145,51000;145,80000;146,90000;144,80000;16017460
01.07.2015;145,70000;145,50000;146,95000;144,68000;16186130
30.06.2015;143,50000;145,85000;145,95000;142,25000;26523160
29.06.2015;143,69000;143,59000;144,50000;142,51000;15537420
26.06.2015;143,70000;145,18000;145,49000;142,61000;16800750
25.06.2015;146,28000;143,70000;147,66000;143,70000;21533170
24.06.2015;146,70000;146,68000;148,11000;145,83000;18398930
23.06.2015;148,75000;146,25000;149,39000;145,82000;25619260
22.06.2015;147,74000;148,50000;149,20000;146,91000;19550650
19.06.2015;147,20000;147,15000;148,70000;146,33000;26388000
18.06.2015;147,90000;147,15000;149,17000;146,20000;26805520
17.06.2015;146,31000;147,60000;148,48000;145,56000;24445210
16.06.2015;144,95000;146,00000;147,15000;144,87000;22745150
15.06.2015;144,50000;144,95000;145,80000;142,35000;30948960
11.06.2015;146,00000;145,40000;146,00000;144,05000;18761030
10.06.2015;146,44000;145,60000;147,70000;145,31000;27929430
09.06.2015;142,99000;146,17000;146,40000;141,80000;24963390
08.06.2015;142,55000;142,66000;144,49000;141,50000;22878860
05.06.2015;140,38000;142,40000;142,52000;139,40000;26887100
04.06.2015;140,95000;140,20000;142,39000;139,30000;28168930
03.06.2015;141,00000;140,71000;144,00000;138,80000;41054380
02.06.2015;139,89000;140,75000;141,75000;138,23000;36308440
01.06.2015;140,13000;139,40000;141,79000;139,25000;30804210
29.05.2015;146,30000;139,00000;148,90000;139,00000;55832110
28.05.2015;147,61000;146,11000;149,50000;146,11000;27132390
27.05.2015;145,58000;147,66000;147,70000;144,19000;27887970
26.05.2015;147,30000;145,25000;147,85000;144,87000;22484990
25.05.2015;148,76000;146,69000;148,80000;145,22000;16151440
22.05.2015;147,19000;148,80000;149,85000;146,95000;22212800
21.05.2015;146,35000;147,16000;148,28000;144,45000;23101260
20.05.2015;150,00000;146,35000;150,00000;146,00000;20494720
19.05.2015;151,71000;149,85000;152,40000;148,62000;25123260
18.05.2015;153,01000;151,90000;154,28000;151,64000;17709240
15.05.2015;152,49000;152,98000;154,10000;151,50000;20562190
14.05.2015;151,78000;151,80000;153,68000;151,05000;19561270
13.05.2015;154,30000;151,74000;154,50000;151,60000;23735400
12.05.2015;155,51000;154,20000;157,00000;152,10000;35162100
08.05.2015;152,00000;155,52000;155,65000;151,70000;22300590
07.05.2015;154,52000;152,10000;154,59000;150,81000;29201660
06.05.2015;156,35000;155,25000;156,39000;153,30000;29799390
05.05.2015;154,52000;156,33000;158,70000;153,32000;33638700
30.04.2015;152,54000;153,50000;154,20000;151,06000;28723340
29.04.2015;152,80000;152,50000;154,99000;151,75000;32127150
28.04.2015;151,77000;152,79000;153,14000;149,70000;25942650
27.04.2015;153,98000;152,05000;155,18000;152,05000;22004600
24.04.2015;150,00000;153,89000;154,14000;149,67000;35747130
23.04.2015;151,00000;150,15000;151,00000;146,62000;39578500
22.04.2015;155,22000;150,80000;155,27000;150,08000;37562510
21.04.2015;153,50000;155,35000;156,20000;153,47000;29331080
20.04.2015;150,00000;153,96000;154,70000;148,73000;40542190
17.04.2015;152,41000;149,30000;153,55000;149,30000;57089260
16.04.2015;150,62000;152,40000;152,87000;149,12000;42835980
15.04.2015;144,49000;150,10000;150,10000;144,25000;38670940
14.04.2015;148,13000;144,40000;148,40000;143,90000;40092440
13.04.2015;148,06000;148,80000;150,00000;146,30000;34995850
10.04.2015;148,17000;148,00000;151,90000;147,00000;55406350
09.04.2015;147,00000;148,10000;148,74000;143,72000;67748960
08.04.2015;145,83000;147,27000;147,30000;145,13000;31102640
07.04.2015;145,40000;146,20000;147,35000;144,80000;38094250
06.04.2015;144,00000;145,70000;145,70000;143,36000;23383910
03.04.2015;144,00000;143,94000;145,65000;143,02000;18623200
02.04.2015;143,83000;143,90000;144,88000;142,32000;35121700
01.04.2015;138,45000;143,00000;143,20000;137,57000;46798830
31.03.2015;136,85000;138,90000;139,19000;136,60000;34740300
30.03.2015;134,50000;137,00000;137,88000;134,24000;26571490
27.03.2015;132,67000;134,88000;134,98000;132,20000;32414170
26.03.2015;136,00000;132,20000;136,69000;131,70000;37575090
25.03.2015;137,22000;134,90000;138,33000;133,81000;29356120
24.03.2015;134,05000;137,15000;138,14000;133,41000;30858700
23.03.2015;137,01000;134,61000;137,57000;133,43000;30167060
20.03.2015;137,68000;136,00000;138,59000;134,51000;56234950
19.03.2015;141,11000;136,81000;142,62000;136,80000;41086070
18.03.2015;140,10000;140,25000;141,45000;138,70000;25263770
17.03.2015;140,67000;139,70000;141,63000;138,55000;27156360
16.03.2015;141,06000;139,75000;142,89000;139,75000;36741180
13.03.2015;145,03000;141,80000;146,12000;141,14000;32674100
12.03.2015;147,00000;144,70000;147,47000;144,70000;26620170
11.03.2015;148,05000;145,99000;149,60000;145,95000;37555110
10.03.2015;151,31000;148,05000;151,70000;148,05000;35185430
06.03.2015;155,47000;152,12000;156,13000;151,47000;27154750
05.03.2015;154,89000;154,80000;157,75000;152,63000;43688360
04.03.2015;159,00000;154,00000;160,14000;153,82000;31928730
03.03.2015;155,30000;159,00000;160,60000;153,50000;47144370
02.03.2015;152,50000;155,50000;155,83000;152,50000;27953010
27.02.2015;151,48000;152,95000;153,40000;149,76000;36636440
26.02.2015;151,08000;151,65000;153,77000;149,10000;48571440
25.02.2015;154,99000;150,70000;155,15000;149,22000;41502390
24.02.2015;154,82000;154,99000;155,75000;152,82000;28730540
20.02.2015;161,50000;158,00000;162,39000;156,61000;32440500
19.02.2015;163,00000;160,90000;165,44000;157,07000;50885770
18.02.2015;160,62000;163,00000;166,94000;160,40000;54933190
17.02.2015;160,00000;159,20000;164,20000;156,30000;59453940
16.02.2015;162,40000;160,19000;163,44000;158,20000;29826710
13.02.2015;158,20000;162,40000;162,75000;158,16000;89594590
12.02.2015;152,50000;157,70000;157,98000;149,50000;91174060
11.02.2015;150,31000;150,55000;153,83000;149,88000;41847390
10.02.2015;148,56000;149,31000;151,90000;148,07000;31210650
09.02.2015;151,78000;149,30000;153,95000;147,70000;52256270
06.02.2015;148,00000;151,60000;152,20000;147,13000;54186930
05.02.2015;141,99000;147,60000;147,74000;140,34000;46332730
04.02.2015;141,20000;142,60000;143,80000;139,43000;29511370
03.02.2015;139,20000;140,35000;142,30000;138,25000;40922430
02.02.2015;144,70000;138,18000;145,20000;137,43000;59503010
30.01.2015;145,75000;143,82000;146,82000;142,13000;41074470
29.01.2015;147,14000;145,00000;149,20000;144,49000;33421900
28.01.2015;151,40000;147,70000;154,47000;147,50000;34641630
27.01.2015;146,51000;150,90000;152,45000;146,11000;37768110
26.01.2015;151,93000;148,00000;152,46000;146,75000;28744250
23.01.2015;152,44000;152,83000;152,93000;150,36000;37332960
22.01.2015;149,00000;151,50000;152,69000;148,65000;55809050
21.01.2015;146,90000;148,80000;149,51000;145,92000;29863590
20.01.2015;148,20000;145,75000;149,72000;145,72000;32734660
19.01.2015;149,55000;148,11000;152,83000;147,59000;53470440
16.01.2015;146,00000;149,60000;150,20000;145,50000;32688170
15.01.2015;147,51000;147,00000;149,89000;145,50000;32851540
14.01.2015;142,00000;146,30000;147,50000;141,99000;37856670
13.01.2015;140,01000;142,64000;143,81000;139,00000;32919420
12.01.2015;141,34000;140,22000;143,44000;139,72000;25292180
09.01.2015;146,48000;141,70000;147,08000;139,90000;29508430
08.01.2015;140,05000;146,46000;147,50000;140,00000;32604900
06.01.2015;133,00000;138,92000;138,92000;132,71000;25297090
05.01.2015;129,50000;133,95000;133,95000;129,15000;18223370
30.12.2014;134,50000;130,31000;134,79000;129,74000;24784040
29.12.2014;134,80000;135,50000;139,43000;133,08000;28351300
26.12.2014;135,20000;134,60000;136,28000;134,51000;13334570
25.12.2014;133,43000;134,80000;135,12000;133,10000;11172590
24.12.2014;133,40000;134,28000;135,25000;132,66000;17416130
23.12.2014;136,80000;133,40000;137,77000;132,51000;31443660
22.12.2014;138,92000;136,49000;140,00000;135,70000;48457080
19.12.2014;137,15000;138,70000;139,00000;131,30000;44317130
18.12.2014;132,36000;137,00000;139,70000;132,00000;66286900
17.12.2014;130,05000;131,00000;139,96000;125,25000;85486950
16.12.2014;129,50000;131,40000;134,21000;113,73000;100754700
15.12.2014;135,19000;130,29000;135,87000;127,55000;63624790
12.12.2014;133,17000;134,49000;137,53000;130,51000;40757920
11.12.2014;136,00000;134,01000;136,90000;133,60000;36618580
10.12.2014;135,91000;136,09000;139,30000;135,67000;34416870
09.12.2014;135,15000;135,24000;136,83000;133,54000;32667510
08.12.2014;141,23000;135,05000;142,76000;134,02000;50861010
05.12.2014;144,50000;140,50000;144,91000;140,50000;33668820
04.12.2014;146,50000;144,50000;147,95000;144,50000;51131510
03.12.2014;145,53000;146,23000;146,40000;144,42000;48469440
02.12.2014;144,41000;144,91000;146,41000;143,55000;44697870
01.12.2014;142,40000;144,10000;146,12000;142,37000;74522900
28.11.2014;143,00000;142,86000;144,20000;142,00000;43623690
27.11.2014;145,33000;143,19000;145,89000;143,12000;44326410
26.11.2014;144,00000;145,50000;145,50000;143,68000;27683500
25.11.2014;144,50000;144,13000;145,39000;143,59000;25545000
24.11.2014;145,76000;144,70000;146,00000;143,82000;29558390
21.11.2014;144,51000;145,01000;145,99000;143,61000;34146350
20.11.2014;144,22000;144,48000;145,11000;143,22000;31754200
19.11.2014;143,21000;143,98000;144,38000;142,67000;20225140
18.11.2014;143,10000;143,20000;144,01000;141,53000;30196660
17.11.2014;142,47000;142,67000;143,48000;141,91000;21473850
14.11.2014;141,50000;142,49000;143,35000;141,00000;34971670
13.11.2014;143,70000;141,84000;144,45000;141,51000;34181920
12.11.2014;144,14000;143,57000;145,60000;143,00000;31585430
11.11.2014;145,00000;143,71000;145,69000;143,01000;40466110
07.11.2014;143,50000;144,50000;147,00000;142,73000;87793540
06.11.2014;143,35000;144,10000;146,25000;143,05000;55716700
05.11.2014;143,01000;143,20000;143,82000;141,11000;47075250
03.11.2014;141,00000;143,39000;144,00000;140,26000;19660650
31.10.2014;140,50000;141,50000;141,50000;139,49000;71971660
30.10.2014;138,09000;139,50000;139,90000;137,62000;54633270
29.10.2014;136,21000;138,50000;139,00000;135,67000;47956500
28.10.2014;134,62000;135,75000;136,14000;134,10000;27903910
27.10.2014;135,00000;134,07000;136,05000;133,50000;31605210
24.10.2014;133,50000;133,99000;134,30000;132,35000;24372990
23.10.2014;132,51000;133,50000;134,15000;131,42000;36223010
22.10.2014;134,51000;133,50000;134,66000;132,25000;32439110
21.10.2014;134,00000;134,00000;134,95000;132,94000;24848020
20.10.2014;135,20000;134,10000;136,18000;133,14000;32118700
17.10.2014;133,50000;134,60000;135,40000;133,01000;30074200
16.10.2014;135,00000;132,41000;135,59000;131,93000;47983260
15.10.2014;134,90000;134,50000;136,48000;134,25000;32324170
14.10.2014;135,30000;135,50000;136,92000;134,51000;35709120
13.10.2014;133,00000;135,25000;136,40000;132,32000;30923230
10.10.2014;134,30000;133,21000;134,60000;132,09000;42598080
09.10.2014;136,20000;135,64000;137,26000;134,55000;37768210
08.10.2014;136,19000;134,61000;137,00000;134,61000;34466460
07.10.2014;139,01000;137,10000;139,50000;136,80000;28875580
06.10.2014;136,61000;138,90000;139,63000;136,61000;41322460
03.10.2014;134,97000;135,80000;138,07000;134,87000;32174540
02.10.2014;136,80000;134,25000;137,44000;133,70000;42243810
01.10.2014;137,50000;137,26000;139,86000;137,12000;37398300
30.09.2014;136,27000;137,90000;139,13000;135,14000;50261030
29.09.2014;138,00000;135,77000;138,57000;135,00000;36985740
26.09.2014;136,51000;137,11000;137,95000;135,71000;34925980
25.09.2014;138,28000;136,92000;138,96000;136,52000;31511120
24.09.2014;136,99000;137,80000;138,65000;136,88000;32271690
23.09.2014;135,55000;136,50000;137,20000;135,47000;29141830
22.09.2014;135,76000;135,05000;136,83000;134,60000;27258240
19.09.2014;138,00000;135,99000;138,00000;134,48000;45103990
18.09.2014;137,25000;138,20000;138,40000;136,51000;29247410
17.09.2014;138,50000;137,00000;139,34000;136,05000;39757700
16.09.2014;136,01000;138,56000;139,58000;135,26000;40431640
15.09.2014;137,26000;136,00000;138,12000;135,35000;40717130
12.09.2014;136,50000;137,56000;138,56000;136,00000;34988310
11.09.2014;139,69000;136,65000;140,28000;136,51000;34559170
10.09.2014;138,39000;139,20000;139,40000;137,62000;20441450
09.09.2014;139,29000;139,02000;140,82000;138,86000;26611960
08.09.2014;138,79000;139,00000;139,38000;136,87000;31454520
05.09.2014;137,28000;139,00000;140,13000;136,36000;37267050
04.09.2014;138,30000;138,15000;139,29000;136,80000;43311610
03.09.2014;133,42000;138,26000;139,63000;133,33000;64491970
02.09.2014;132,68000;133,32000;133,32000;131,34000;25543730
01.09.2014;132,71000;132,32000;134,75000;131,00000;41613580
29.08.2014;133,50000;131,95000;134,17000;131,81000;35728900
28.08.2014;135,51000;133,80000;135,74000;131,94000;47627370
27.08.2014;135,90000;135,51000;136,67000;135,12000;24990540
26.08.2014;136,19000;135,00000;136,99000;134,71000;27154630
25.08.2014;135,06000;136,09000;136,46000;135,00000;16639450
22.08.2014;136,56000;135,00000;137,20000;134,00000;38272800
21.08.2014;136,51000;136,49000;137,69000;135,55000;34863190
20.08.2014;136,20000;136,70000;136,80000;135,16000;22419120
19.08.2014;134,29000;136,20000;136,40000;134,28000;38645630
18.08.2014;132,82000;134,29000;134,40000;132,11000;28598600
15.08.2014;131,02000;132,67000;133,47000;130,62000;42674890
14.08.2014;131,20000;131,41000;132,49000;130,34000;43412620
13.08.2014;127,80000;131,00000;131,84000;127,70000;57387480
12.08.2014;128,95000;128,00000;129,95000;127,24000;38147150
11.08.2014;128,01000;128,30000;130,45000;127,84000;43145400
08.08.2014;126,48000;126,55000;129,37000;126,33000;56280080
07.08.2014;124,02000;126,92000;128,77000;122,79000;64225030
06.08.2014;126,11000;124,70000;126,50000;123,23000;68355310
05.08.2014;129,99000;126,57000;130,10000;126,28000;46432510
04.08.2014;132,00000;129,50000;132,79000;128,25000;44534400
01.08.2014;130,95000;131,50000;131,99000;130,21000;31759700
31.07.2014;134,12000;132,00000;135,00000;131,21000;41187230
30.07.2014;130,47000;133,40000;135,41000;130,10000;42608490
29.07.2014;132,08000;131,31000;133,73000;130,55000;36865680
28.07.2014;134,54000;132,00000;134,73000;130,90000;44904250
25.07.2014;136,50000;135,12000;136,83000;134,22000;35511270
24.07.2014;136,00000;136,90000;137,36000;135,15000;23345280
23.07.2014;138,20000;136,29000;139,00000;135,20000;35700000
22.07.2014;136,82000;137,75000;138,87000;136,05000;35508000
21.07.2014;140,30000;136,01000;140,44000;135,20000;46735750
18.07.2014;138,00000;139,26000;139,41000;136,50000;53377680
17.07.2014;140,23000;140,00000;141,00000;138,23000;61550720
16.07.2014;140,35000;142,50000;143,10000;140,10000;55942320
15.07.2014;147,80000;146,52000;148,37000;146,52000;55159950
14.07.2014;148,42000;147,50000;148,80000;146,51000;38407230
11.07.2014;148,85000;148,15000;149,25000;146,91000;36005010
10.07.2014;150,80000;148,79000;151,52000;147,10000;58690960
09.07.2014;151,11000;150,40000;151,77000;149,01000;44106880
08.07.2014;150,53000;151,43000;153,53000;150,52000;50005770
07.07.2014;149,10000;150,31000;151,40000;149,09000;34302070
04.07.2014;153,00000;149,13000;153,09000;148,25000;38192290
03.07.2014;152,00000;152,30000;153,66000;151,41000;48933580
02.07.2014;149,09000;151,95000;151,95000;148,90000;48839500
01.07.2014;148,51000;148,97000;149,50000;146,65000;39080070
30.06.2014;149,81000;148,96000;150,18000;146,58000;35020610
27.06.2014;148,00000;149,39000;149,88000;147,22000;34563280
26.06.2014;149,63000;147,44000;150,44000;147,02000;53026000
25.06.2014;152,48000;149,26000;154,21000;149,01000;65879300
24.06.2014;147,65000;153,25000;153,42000;147,56000;87546740
23.06.2014;146,20000;147,17000;147,27000;145,07000;33923270
20.06.2014;145,05000;145,60000;145,88000;144,28000;33779020
19.06.2014;146,40000;145,20000;147,69000;145,04000;44670940
18.06.2014;144,79000;145,00000;146,19000;144,43000;33270240
17.06.2014;145,30000;144,77000;146,37000;143,72000;44370530
16.06.2014;144,00000;145,20000;145,27000;142,58000;77165360
11.06.2014;145,20000;146,40000;146,40000;143,90000;39418520
10.06.2014;144,31000;144,75000;144,76000;142,67000;41460990
09.06.2014;144,00000;144,40000;146,20000;143,03000;40347300
06.06.2014;143,25000;143,97000;144,40000;140,70000;47869640
05.06.2014;143,80000;142,75000;144,13000;142,30000;42479370
04.06.2014;144,00000;144,04000;145,78000;143,70000;39203030
03.06.2014;143,59000;144,19000;144,19000;141,50000;38974330
02.06.2014;141,99000;144,11000;145,96000;141,90000;52945000
30.05.2014;144,44000;141,70000;144,61000;141,15000;39118210
29.05.2014;141,81000;144,20000;144,79000;141,57000;47941780
28.05.2014;142,50000;141,30000;142,83000;140,24000;44983520
27.05.2014;145,80000;142,40000;145,81000;140,89000;55865330
26.05.2014;145,01000;145,80000;147,10000;143,95000;32902710
23.05.2014;144,40000;144,30000;145,69000;143,30000;51526760
22.05.2014;147,00000;144,78000;147,75000;143,56000;52811450
21.05.2014;144,50000;146,58000;148,55000;144,00000;148465190
20.05.2014;148,30000;145,35000;149,10000;144,12000;87079320
19.05.2014;144,50000;148,05000;148,94000;144,38000;86227460
16.05.2014;140,77000;144,29000;144,29000;140,67000;49914610
15.05.2014;139,99000;141,15000;143,09000;139,90000;62878260
14.05.2014;138,45000;139,87000;140,10000;137,91000;47262680
13.05.2014;136,45000;138,46000;139,75000;135,60000;52955990
