date,text
18.05.2015," Все больше судебных инстанций подтверждают обязательства ""Газпрома"" выставить оферты миноритариям ряда облгазов, приобретенных им в 2013 году. Монополия пыталась избежать выкупа ценой 8 млрд руб., доказывая свою аффилированность с продавцом основных пакетов ""Роснефтегазом"" и обжалуя предписание ЦБ о необходимости приобретения долей, но безуспешно. Теперь миноритарии уверены, что ""Газпром"" не избежит оферты, но опасаются новых споров о цене выкупа."
15.05.2015," Основные показатели ""Газпрома"", как финансовые, так и производственные, снижаются с начала года, свидетельствует отчет компании за первый квартал. Чистая прибыль концерна упала на 11%, экспорт газа в Европу снизился почти на 20%, достигнув самого низкого уровня за последние шесть лет. Неофициально на рынке уже не раз обвиняли ""Газпром"" в ограничении поставок газа в Европу для предотвращения его реэкспорта на Украину. Однако сама монополия утверждает, что европейские потребители снижали закупки по собственному желанию, и рассчитывает с лихвой компенсировать потери к концу года."
14.05.2015," ""Газпром"" впервые в отчете за I квартал текущего года указал суммарные поставки газа украинским потребителям - и ""Нафтогазу Украины"", и на Донбасс, куда газ поставлялся с середины февраля напрямую, сообщает ""Интерфакс"". По  ""Газпрома"", было поставлено 2,566 млрд кубометров газа.
 ""Газпром"" объявил свою трактовку событий сентября 2014 - марта 2015, когда в течение шести месяцев поставки в Европу держались на минимуме с целью прекратить реверсные поставки газа на Украину. ""В конце года отборы сократились на фоне падения цен торговых площадок, а также в связи с ожиданиями дальнейшего понижения контрактных цен по мере включения в опорный период более низких котировок нефтепродуктов"", - пишет ""Газпром"" в очередном квартальном отчете (его цитирует ""Интерфакс"").
 Концерн «Газпром» снизил план добычи газа в 2015 г. на 2,96% с 485,36 млрд кубометров до 471 млрд. Об этом  данные финансового отчета газового холдинга по РСБУ.
 Доходы членов правления корпорации «Газпром» в I квартале 2015 г. снизились относительно аналогичного периода 2014 г. на 20% до 558 млн руб. Об этом свидетельствуют данные финансового отчета газового холдинга по РСБУ. За первые три месяца 2014 г. их доходы составляли 696,113 млн руб.
 ""Нафтогаз Украины"" в среду, 13 мая, перечислил ""Газпрому"" $30 млн предоплаты за поставки российского газа, сообщили ""РИА Новости"" в пресс-службе украинской компании. ""Вчера перечислили ""Газпрому"" $30 млн"", - сказал собеседник агентства. ""Газпром"" новую предоплату подтвердил.
 Газпромбанк первым из российских эмитентов решил разместить облигации, номинированные в юанях, на Московской бирже. Участники рынка полагают, что основными покупателями бумаг примерно на $460 млн будут азиатские якорные инвесторы, а большую часть привлеченных юаней эмитент, находящийся под антироссийскими санкциями, конвертирует в доллары, занимать которые не может."
13.05.2015," Ряд банков смогут получить поддержку Агентства по страхованию вкладов (АСВ) для пополнения капитала первого уровня — соответствующее постановление правительства было подписано сегодня премьер-министром Дмитрием Медведевым. В список вошли восемь финансовых организаций — ВТБ, РСХБ, Газпромбанк, «Российский капитал», «Россия», СМП-банк и РНКБ.
 Антимонопольный комитет Украины (АМКУ) по представлению кабинета министров страны начал расследование в отношении ОАО ""Газпром"" по признакам нарушения украинского законодательства о защите экономической конкуренции, сообщил исполняющий обязанности руководителя ведомства Николай Бараш журналистам в Киеве в среду.
 Генератор для энергоблока Серовской ГРЭС на 420 МВт упал в порту Роттердама при перегрузке и утонул, сообщил руководитель ""Газпром энергохолдинга"" Денис Федоров. ""Зависший блок - основная проблема, при перегрузке в порту Роттердама упал генератор и утонул, на 420 МВт"", - сказал Федоров. Он надеется, что компания получит возмещение.
 Источник, близкий к правительству, рассказал, что Минэнерго предложило взыскать имущество крымских солнечных электростанций в пользу кредитовавших их госбанков, а потом продать его или сдать в аренду крупным энергокомпаниям. Общий долг крымских станций — около 820 млн евро. Среди возможных покупателей называются ""Русгидро"" (развивает возобновляемые источники энергии на Дальнем Востоке), ""Мобильные ГТЭС"" (входят в Федеральную сетевую компанию, работают в Крыму), ""Газпром энергохолдинг"" (ГЭХ), ""Интер РАО"", испанскую EREDA, итальянскую Enel Green Power, ""Коммерсантъ"".
 Последний год российская электроэнергетика испытывает, помимо финансового, глубокий системный кризис, симптомом которого стал огромный (15–20 ГВт) профицит мощности в энергосистеме. О жизни в новых реалиях, необходимости системных решений и удручающих перспективах предлагаемой реформы теплоснабжения “Ъ” рассказал гендиректор «Газпром энергохолдинга» ДЕНИС ФЕДОРОВ."
12.05.2015," Средства в капитал первого уровня от Агентства по страхованию вкладов (АСВ) могут получить как государственные ВТБ, РСХБ и Газпромбанк, так и подпавшие под персональные санкции РНКБ, СМП банк и банк «Россия», а также претендующий на статус банка-санатора «Российский капитал». Об этом сообщил агентству «Интерфакс» источник в финансово-экономическом блоке правительства.
 ""Газпром"" и CNPC 8 мая подписали лишь документы по ""основным условиям"" поставок газа в Китай по западному маршруту (газопровод ""Алтай""). Документ оговаривает объемы газа, сроки строительства, но не включает коммерческих параметров и самого главного — цены. В прошлый раз — для восточного маршрута поставок — Москве и Пекину для перехода от основных условий к контракту потребовалось почти четыре года."
08.05.2015," ""Газпром экспорт"" и PetroChina Internatonal подписали соглашение об основных условиях поставок газа по ""западному маршруту"" (газопровод ""Алтай""), сообщает ""Интерфакс"".
 ""Газпром"" приступил к эксплуатационному бурению на нефтяной оторочке Чаяндинского нефтегазоконденсатного месторождения в Якутии. Из пробуренных скважин будет добываться нефть в период опытно-промышленной эксплуатации."
07.05.2015," ""Газпром"" не исключает уступок Европе в контексте ведущегося против компании антимонопольного расследования, призванных избежать долгой судебной тяжбы. Об этом сообщило Reuters со ссылкой на свои источники в ""Газпроме"". В частности, ""Газпром"" может внести спотовую составляющую в большее количество европейских контрактов. ""Мы работаем над этим"", - сказал источник. Как пишет агентство, на конец 2014 г. только 16% контрактов были основаны на спотовых ценах на газ. Кроме того, по словам источника агентства, ""Газпром"" может попросить продления сроков для подготовки ответа для ЕК.
 Владимир Марголин, ранее руководивший интернет-подразделением «Газпром-медиа холдинга», возглавил российский офис стартапа Brainient, работающего в быстрорастущем сегменте интерактивных технологий для видеорекламы.
 В Forbes Global 2000, который публикуется третий год подряд, вошли 27 российских компаний, причем в топ-100 только две – ""Газпром"" и ""Роснефть"". Первые четыре места впервые заняли компании из Китая."
06.05.2015," Президент Украины Петр Порошенко заявил, что в интересах энергетической безопасности государства доля поставщика любого вида энергетических ресурсов не может превышать 30%. Он отметил, что доля компании «Газпром» в импорте на Украину по итогам I квартала 2015 г. составила 37%. Об этом  пресс-служба президента страны."
05.05.2015," ""Газпром"" в апреле нарастил экспорт газа в Европу на 5,5% - до 13,5 млрд куб. м, сообщил председатель правления компании Алексей Миллер."
29.04.2015," «Газпром» показал в прошлом году худший результат по чистой прибыли за последние 12 лет, снизив ее в 7 раз, до 159 млрд руб. Основной причиной стал гигантский убыток по курсовым разницам в 1 трлн руб. Тем не менее, выручка компании выросла на 6,5%, до 5,59 трлн руб., и «Газпром» в четвертом квартале сохранил положительный денежный поток.
 В ходе докапитализации банков через облигации федерального займа (ОФЗ) преимущества снова получили государственные и близкие к государству банки. Именно они — ВТБ, Газпромбанк, Россельхозбанк и СМП-банк — смогут за счет ОФЗ увеличить капитал первого уровня, который гораздо лучше абсорбирует убытки. Остальным игрокам, скорее всего, придется использовать ОФЗ для увеличения менее качественного дополнительного капитала. Стоимость привилегированной госдокапитализации пока не определена, но не исключено, что она может оказаться ниже, чем цена обычной господдержки."
28.04.2015," Надежды правительства привлечь внебюджетные источники для развития энергетического комплекса Крыма не оправдываются. По данным ""Ъ"", Минэнерго и Минкрыма просят 9,5 млрд руб. из федерального бюджета для строительства газопровода Кубань--Крым, который к 2018 году должен доставлять на полуостров 2 млрд кубометров газа в год. Источник еще 10 млрд руб., необходимых на газификацию Крыма, остается неизвестным. Изначально планировалось, что как минимум проектом трубы займется ""Газпром"", но, по мнению аналитиков, правительство не хочет подвергать монополию риску санкций со стороны ЕС и США.
 Переговоры с Еврокомиссией, предъявившей ""Газпрому"" официальные претензии по нарушению антимонопольного законодательства, будет вести зампред правления компании Александр Медведев. Он выступал переговорщиком с регулятором и в 2012-2013 годах. После того как топ-менеджер покинул пост главы ""Газпром экспорта"", на рынке ожидали, что влияние господина Медведева будет снижаться и его могут заменить на стратегических направлениях, но этого не произошло."
23.04.2015," Итоги трехлетнего антимонопольного расследования ЕС против ""Газпрома"", которых с радостным предвкушением ждали во многих странах Европы и с тревогой в Москве, как и предполагал ""Ъ"", не оправдали прогнозов. С одной стороны, они оказались мягче, чем могли бы, с другой — по самым серьезным претензиям ""Газпром"" за эти годы позицию скорректировал, изменилась и ситуация на рынке. В результате обвинение в завышении цен, которое должно было стать ключевым, сейчас выглядит наиболее сомнительным. Жесткие официальные позиции сторон, по данным ""Ъ"", тоже лишь формально прикрывают готовность договариваться. Но помешать диалогу может политика, которая стоит за ними.
 ""Газпром"", с февраля потерявший уже $174,2 млн из-за отказа ""Нафтогаза Украины"" платить за поставки газа в Донбасс, изменил свою позицию. Теперь российская компания, ранее настаивавшая на том, что за поставки ДНР и ЛНР должен платить Киев, предлагает заключить отдельный контракт для юго-востока Украины. Партнером ""Газпрома"" может стать, например, местный ""Донбасстрансгаз"", принимающий сейчас газ из РФ. Юристы говорят, что заключить контракт с ""Газпромом"" может любое лицо, которое может технически принять газ, но возникнет вопрос о собственности на трубопроводную инфраструктуру."
22.04.2015," ""Газпром"" предложил Греции альтернативный сценарий финансирования строительства ее участка будущего газопровода ""Турецкий поток"". Монополия готова предоставить гарантии транзита 47 млрд кубометров газа в год, под них Греция сможет привлечь деньги на проект, стоимость которого оценивается на уровне €2 млрд. Афины, которые рассчитывали получить госкредит от России, не спешат соглашаться. По мнению аналитиков, шансы Греции найти средства в западных банках в текущей ситуации крайне малы."
17.04.2015," ""Газпром"", несмотря на санкции и проблемы с привлечением финансирования, принял инвестрешение о строительстве СПГ-завода на Балтике. По данным ""Ъ"", монополия готова использовать европейскую технологию сжижения, а завод мощностью 10 млн тонн заработает в конце 2020 года. Аналитики ожидают сложностей как с финансированием проекта, так и с продажей СПГ на высококонкурентном европейском рынке. Но наличие гибкого объема газа увеличит возможности ""Газпрома"" в рамках его новой европейской стратегии.
 Новыми владельцами ""Стройгазконсалтинга"", крупного подрядчика по строительству трубопроводов, стали на паритетных началах UCP Ильи Щербовича и Газпромбанк. По данным источников ""Ъ"", сумма сделки могла составить $7 млрд. Продавцом, по его собственным заверениям, выступил Руслан Байсаров, который одновременно лишил ""Стройгазконсалтинг"" крупного контракта."
15.04.2015," Несмотря на кризис и падение цен на нефть и газ, ""Газпром"" не отказался от традиционного увеличения инвестпрограммы. Сообщив о ""вполне благоприятной"" для компании ситуации, ее глава Алексей Миллер заявил, что монополия вложит в 2015 году на $4 млрд больше, чем планировалось еще в феврале. Таким образом, объем инвестиций ""Газпрома"", как и в последние три года, превысит 1 трлн руб. Дополнительные средства концерн вложит в проекты на востоке страны."
14.04.2015," «Газпром энергохолдинг» начал реформу управления дочерними энергокомпаниями. После того как Московская объединенная энергетическая компания (МОЭК) и «Мосэнерго» перераспределили между собой генерацию и теплосети, холдинг переводит на себя управление активами. Затем планируется передать ему управление и другими генерирующими компаниями — ОГК-2 и ТГК-1. Аналитики не исключают, что передача управления — первый шаг на пути консолидации холдинга.
 Российские банки предприняли новую попытку компенсировать потери от обесценения рубля за счет зарубежных контрагентов. Газпромбанк добивается снижения тарифов на услуги международной системы передачи финансовой информации SWIFT по внутрироссийским операциям. В текущей конъюнктуре валютного рынка обесценение рубля становится все менее весомым аргументом, но SWIFT может пойти на снижение российских тарифов по другой причине — из-за угрозы перехода банков на альтернативные системы передачи данных."
10.04.2015," «Газпром» несмотря на сложную экономическую ситуацию собирается сохранить размер дивидендов на прошлогоднем уровне — 7,2 руб. на акцию. То есть компания отдаст акционерам свыше 90% чистой прибыли по РСБУ, скорректированной на неденежные показатели (только убытки по курсовым разницам составили 445 млрд руб.). Эксперты полагают, что «Газпром» при своем свободном денежном потоке вполне может позволить себе высокие выплаты акционерам."
07.04.2015," ""Газпром"" вслед за своим стратегическим партнером Wintershall решил выйти из капитала немецкого импортера газа Verbundnetz Gas. Стоимость пакета может составить около €200 млн, а наиболее вероятным покупателем является немецкая EWE, уже собравшая около 64% акций компании. ""Газпром"" ранее активно покупал доли в европейских газовых компаниях, но теперь его стратегия изменилась: монополия больше не собирается работать с конечными потребителями в ЕС. Впрочем, о выходе из других активов в Германии в ""Газпроме"" пока не сообщают.
 ""Газпром"" вслед за своим стратегическим партнером Wintershall решил выйти из капитала немецкого импортера газа Verbundnetz Gas. Стоимость пакета может составить около €200 млн, а наиболее вероятным покупателем является немецкая EWE, уже собравшая около 64% акций компании. ""Газпром"" ранее активно покупал доли в европейских газовых компаниях, но теперь его стратегия изменилась: монополия больше не собирается работать с конечными потребителями в ЕС. Впрочем, о выходе из других активов в Германии в ""Газпроме"" пока не сообщают."
04.04.2015," Министр энергетики России Александр Новак дал пресс-конференцию и интервью программе «Вести недели с Сергеем Брилевым», где подробно рассказал, какие претензии «Газпром» имеет к украинскому «Нафтогазу», что российская сторона думает о реверсе из Европы и напомнил, что «каждая третья молекула газа в Европе — это российский газ»."
03.04.2015," ""Газпром"" отозвал иск против Литвы в арбитражный суд при ООН UNCITRAL. Монополия, владевшая 37% в ключевой газовой компании Литвы Lietuvos dujos, добивалась отмены требований Вильнюса о разделе компании и выходе ""Газпрома"" из газотранспортных активов в соответствии с Третьим энергопакетом ЕС. ""Газпром"" утверждал, что такие действия нарушают договор между Россией и Литвой о защите инвестиций. Но в 2014 году российская компания продала литовские активы, и спор в суде потерял актуальность. Но Вильнюс продолжает требовать от ""Газпрома"" в Стокгольмском арбитраже около €1,5 млрд переплаты за газ.
 ""Газпром"" отозвал иск против Литвы в арбитражный суд при ООН UNCITRAL. Монополия, владевшая 37% в ключевой газовой компании Литвы Lietuvos dujos, добивалась отмены требований Вильнюса о разделе компании и выходе ""Газпрома"" из газотранспортных активов в соответствии с Третьим энергопакетом ЕС. ""Газпром"" утверждал, что такие действия нарушают договор между Россией и Литвой о защите инвестиций. Но в 2014 году российская компания продала литовские активы, и спор в суде потерял актуальность. Но Вильнюс продолжает требовать от ""Газпрома"" в Стокгольмском арбитраже около €1,5 млрд переплаты за газ."
02.04.2015," ""Газпром-медиа"" частично возьмет на себя продажи рекламы на собственных телеканалах ТВ-3 и ""Пятница"", которые до сих пор полностью обслуживала группа Vi. С мая на обоих каналах появятся двухминутные региональные рекламные блоки, реализацией которых займется принадлежащая ""Газпром-медиа"" группа ""Алькасар"". Vi, чей контракт с каналами действует до конца 2017 года, сохранит федеральные продажи."
31.03.2015," Греция попросила ""Газпром"" снизить цену на газ и контрактный объем поставок: российский холдинг обещал рассмотреть просьбу, сообщил министр производственной реформы, окружающей среды и энергетики Греции Панайотис Лафазанис.
 Совет директоров ""Газпром нефти"" рекомендовал годовому собранию акционеров утвердить решение о выплате дивидендов по итогам 2014 г. в размере 25% от чистой прибыли компании по МСФО. Таким образом, компания может направить на выплату дивидендов 30,67 млрд руб., или 6,47 руб. на одну обыкновенную акцию (с учетом выплаченных дивидендов по итогам первого полугодия 2014 финансового года).
 Pricewaterhouse Coopers останется аудитором ""Газпром нефти"" в 2015 г., сообщили ""Интерфаксу"" источники, знакомые с ситуацией. В ""Газпром нефти"" не комментируют эту информацию.
 Украина нашла неожиданного союзника в газовых переговорах с Россией. Вместе с Еврокомиссией о скидке на газ для Киева правительство РФ попросил сам ""Газпром"", не желая эскалировать конфликтную ситуацию. Расходятся стороны только в продолжительности действия скидки: Брюссель рассчитывает на полгода, монополия — только на три месяца. Как раз в это время Украина должна начать активную закачку газа в подземные хранилища, рассчитывая на рекордно низкую цену.
 Холдинг ""Газпром-медиа"" выделит свои развлекательные телеканалы ТНТ, ""Пятница"", ТВ-3 и 2х2 в единую группу, которая разместится в новом офисе в бизнес-центре Diamond Hall на Олимпийском проспекте. Управлять группой с потенциальным оборотом более 20 млрд руб. в год будет основатель и глава Comedy Club Production Артур Джанибекян. На эту должность также рассматривалась кандидатура Игоря Мишина, который в итоге сохранит пост гендиректора канала ТНТ."
30.03.2015," «Газпром» зарезервировал под обесценение финансовых вложений за 2014 г. 22,3 млрд руб., инвестированных в Shtokman Development. Об этом сообщила компания в своем финансовом отчете по РСБУ.
 ""Газпром"" заплатил европейским партнерам (Eni, EDF, Wintershall) $1 млрд за доли в South Stream Transport B.V. Как говорится в отчете ""Газпрома"", сумма сделок по выкупу четырех пакетов составила 56,12 млрд руб. (примерно $1 млрд по курсу на декабрь прошлого года).
 Холдинг «Газпром-Медиа» выделит свои развлекательные телеканалы ТНТ, «Пятница», ТВ-3 и 2х2 в единую группу. Как стало известно “Ъ”, управлять группой с потенциальным оборотом более 20 млрд руб. в год предложено основателю и главе Comedy Club Production Артуру Джанибекяну. На эту должность также рассматривалась кандидатура Игоря Мишина, который в итоге сохранит пост гендиректора канала ТНТ.
 Председатель правления ОАО «Газпром» Алексей Миллер заявил сегодня в эфире телеканала ""Россия 24"", что в компанию от «Нафтогаза Украины» поступило письмо с просьбой о продлении скидки на поставки российского газа на Украину. Миллер сказал, что ""Газпром"" обратился к правительству России с просьбой рассмотреть продление скидки на три месяца."
27.03.2015," Российскому газовому концерну ""Газпром"" есть чего бояться в Литве и Евросоюзе, считает литовский министр энергетики Рокас Масюлис. По его словам, сокращение потребления газа и возможность приобрести газ у других источников могут нанести большой удар по российскому монополисту.
 Глобальный аудитор PricewaterhouseCoopers (PwC), полтора десятилетия бывшая аудитором ОАО ""Газпром"", потеряла контракт с монополией. Как сообщили  (АГИ) источники в отрасли, в пятницу прошло заседание конкурсной комиссии по отбору аудитора для проведения обязательного ежегодного аудита ОАО ""Газпром"" на 2015 г., на котором победителем был выбран российский аудитор ""Финансовые и бухгалтерские консультанты"" (ООО ""ФБК"")."
26.03.2015," Чистый убыток «Мосэнерго», входящего в «Газпром энергохолдинг», за 2014 г. составил 3,067 млрд руб. В 2013 г. компания зафиксировала прибыль в 7,484 млрд руб. Это  из финансовой отчетности «Мосэнерго» по МСФО."
25.03.2015," Угрозы ФАС заставили ""Газпром"" возобновить биржевые торги газом, ускоренно проведя необходимые внутрикорпоративные процедуры. Судя по всему, отсутствие монополии на торгах в течение двух месяцев было не частью сложной интриги, а побочным следствием борьбы различных групп внутри самого ""Газпрома"". Его возвращение на биржу пока не привело к росту продаж, но способствовало снижению цены."
24.03.2015," К проекту модернизации вьетнамского нефтеперерабатывающего завода «Зунгкуат» кроме «Газпром нефти» могут подключиться и другие российские компании. Об этом  «Интерфакс» со ссылкой на заявление посла России в Ханое Константина Внукова.
 Астана предлагает Москве альтернативный вариант поставок газа в Китай — транзит через Казахстан. Как рассказал ""Ъ"" глава ""Казмунайгаза"" Сауат Мынбаев, для этого можно использовать существующий маршрут поставок из России на юг Казахстана по газопроводам Бухара--Урал и Бозой--Чимкент. Но ""Газпром"" пока относится к этой идее, как и к другим сходным предложениям Астаны, без энтузиазма. По мнению аналитиков, Россия не заинтересована в появлении страны-транзитера."
20.03.2015," Чистая прибыль ОАО ""Газпром нефти"" в 2014 г. по российским стандартам бухгалтерского учета (РСБУ) снизилась в 4,7 раза по сравнению с 2013 г. и составила 14,132 млрд руб., следует из сообщения компании.
 «Газпром» в 2015 г. не будет сокращать свою инвестиционную программу, несмотря на кризис, и рассматривает вопрос о ее увеличении. Об этом  «Прайм» со ссылкой на заявление заместителя председателя правления, начальника финансово-экономического департамента российской энергетической компании Андрей Круглов.
 ""Газпром"" вернется к участию в торгах газом на Санкт-Петербургской международной товарно-сырьевой бирже с поставкой в апреле 24 марта, сообщила замначальника управления контроля топливно-энергетического комплекса Федеральной антимонопольной службы Ольга Куканова.
 ""Газпром"" не заинтересован в увеличении своего участия в эстонской Eesti Gaas, сообщили агентству BNS в пресс-службе ""Газпрома"". В ""Газпроме"" между тем отказались от комментариев относительно хода переговоров с Eesti Gaas об обновлении договора поставки газа.
 ""Газпром"" не заинтересован в увеличении своего участия в эстонской Eesti Gaas, сообщили агентству BNS в пресс-службе ""Газпрома"". В ""Газпроме"" между тем отказались от комментариев относительно хода переговоров с Eesti Gaas об обновлении договора поставки газа.
 Российским нефтекомпаниям, работающим в Ираке — ЛУКОЙЛу и ""Газпром нефти"",— придется поменять параметры сервисных контрактов, заключенных с правительством страны. Багдад из-за падения нефтяных цен должен почти вдвое увеличить поставки нефти операторам месторождений, но из-за проблем с бюджетом Ирак в последнее время расплачивается не полностью. Глава ЛУКОЙЛа Вагит Алекперов, который уже в конце недели проведет переговоры с премьером Ирака, пригрозил, что при сохранении ситуации компания будет сокращать инвестиции. Багдад же хочет добиться уменьшения вознаграждения операторов. Компромисс, по данным ""Ъ"", может быть достигнут уже этим летом или в сентябре."
19.03.2015," Игорь Крутиков, возглавлявший ООО ""Газпром добыча Надым"", разрабатывавшего Бованенковское месторождение на Ямале, назначен руководителем ООО ""Газпром добыча Ноябрьск"", которое осваивает Чаяндинское газоконденсатное месторождение - ресурсную базу для газопровода ""Сила Сибири"", сообщает ""Интерфакс"" со ссылкой на релиз ""Газпрома""."
18.03.2015," В Кремле рассчитывают, что ""Газпром"" и турецкие партнеры, которые ведут переговоры по газовому соглашению, выйдут на взаимоприемлемые решения. ""Действительно, сейчас ведутся эти коммерческие переговоры ""Газпрома"" с турецкими партнерами. И мы надеемся, что в результате переговоров удастся выйти на взаимоприемлемые решения"", – заявил пресс-секретарь президента России Дмитрий Песков (цитата по ""Интерфаксу"").
 Правительство согласилось ввести налог на финансовый результат для 12 проектов трех нефтяных компаний. Об этом заявил министр энергетики Александр Новак по итогам совещания у премьер-министра России, сообщил . Выбраны месторождения трех компаний – «Газпром нефти», «Роснефти» и «Лукойла» в Ямало-Ненецком и Ханты-Мансийском округах. Это месторождения Западной Сибири с окраинными запасами, которые сейчас не вовлечены в разработку, задача эксперимента – сделать добычу выгодной.
 Газпромбанк начнет выдачу ипотечных кредитов по ставкам от 11,5% годовых в рамках программы государственного субсидирования ставок, говорится в пресс-релизе банка. ""Программа позволяет приобрести квартиры у юридического лица в строящемся жилом доме, а также квартиры и таунхаусы с зарегистрированным правом собственности у юридического лица - первичного собственника"", - отмечается в сообщении.
 Газпромбанк первым из российских кредитных организаций получил рейтинг независимого китайского рейтингового агентства Dagong Global Credit Rating. Рейтинг может потребоваться банку для реализации ранее намеченных планов по размещению облигаций panda bonds на внутреннем рынке Китая. Перспектива заимствований на западных рынках по-прежнему остается под вопросом, поэтому многие российские банки всерьез рассматривают инвесторов с альтернативных азиатских рынков.
 Газпромбанк первым из российских кредитных организаций получил рейтинг независимого китайского рейтингового агентства Dagong Global Credit Rating. Рейтинг может потребоваться банку для реализации ранее намеченных планов по размещению облигаций panda bonds на внутреннем рынке Китая. Перспектива заимствований на западных рынках по-прежнему остается под вопросом, поэтому многие российские банки всерьез рассматривают инвесторов с альтернативных азиатских рынков.
 Переговоры о снижении цен на российский газ для Турции, об успехе которых было громко объявлено в начале февраля, все же зашли в тупик. ""Газпром"" и турецкая Botas не могут решить, к какому компоненту формулы должна применяться скидка в 10,25%. Эти споры ставят под сомнение и выполнение более масштабных политических договоренностей между Москвой и Анкарой о строительстве ""Турецкого потока"" — Турция задерживает выдачу разрешений для его начала. По мнению экспертов, Анкара использует фактор газопровода, чтобы облегчить положение местных импортеров, страдающих от ослабления лиры."
