,body,topic
23,"Jaguar (Ягуар) - английская компания, специализирующаяся на производстве автомобилей класса «люкс». Все модели марки гармонично сочетают в себе новейшие достижения мирового автомобилестроения и традиции поистине королевской роскоши. История компании началась в 1922 году в английском городе Блэкпул, где англичане Уильям Лайонс и Уильям Уолмсли организовали фирму Swallow Sidecars (SS), которая занималась изготовлением мотоциклетных колясок. Однако желаемой прибыли данный вид деятельности не принес, в связи с чем было принято решение перепрофилировать производство. Так конструкторы занялись созданием автомобильных кузовов. В 1926 году компания начала работать над созданием автомобильного кузова для двухместной спортивной модели Austin Seven. Успех к компании SS приходит в 1931 году, когда на лондонской автовыставке были представлены первые автомобили компании Лайенса, модели SS-I и SS-II. С 1936 года ведёт отсчёт линия престижных седанов SS. Таковыми стали модели SS 1 1/2-Litre и SS 2 1/2-Litre, которые впервые и были названы Ягуарами. Особым успехом пользовались родстеры SS100, получившие 115-сильный мотор. В период Второй мировой войны компания Лайенса прекратила выпуск автомобилей и сосредоточилась на производстве авиационных двигателей. После войны марка стала называться Jaguar, а из названий моделей исчезло сокращение SS, уступив место обозначению Mk. Первым новым послевоенным автомобилем марки стал представленный в 1948 году седан Mk V. Затем появилась модель XK120, которая стала настоящим триумфом компании. На тот период это был самый быстрый в мире серийный автомобиль, который разгонялся до скорости 193 км/ч. Продолжением этой серии стала выпущенная в 1954 году модель XK140 со 180-сильным, а затем с 192-сильным мотором. Она развивала скорость уже в 225 км/ч. В период с 1957 по 1961 гг. выпускался XK150, двигатель которого имел мощность в 253 л.с. и объем в 3.5 литра. В 1960 году всемирно известная корпорация Daimler вошла в состав Jaguar, который спустя несколько лет объединился с компанией «British Motors». Практически сразу же началась новая эра расцвета марки. Автомобили XKE, MkX, XJ6 и XJ8 возглавляли все хит-парады зрительских симпатий в Англии. Технические характеристики Jaguar приобретают все более спортивный окрас. Выпущенный в 1972 году 311-сильный XJ12, оборудованный 12-цилиндровым двигателем на некоторое время стал лучшей моделью, произведенной компанией. В 1981 году компания начала выпуск своего самого быстрого автомобиля, оборудованного автоматической КПП. Им стал XJ-S HE, который был способен разогнаться до скорости в 250 км/ч. В 1988 году было образовано новое подразделение компании — Jaguar Sport, которое стало работать в области разработки спортивных и передовых в техническом плане автомобилей марки. Именно таковым авто и стала модель XJ 220, представленная в 1988 году на моторшоу в Бирмингеме. Автомобиль выпускался с 1992 по 1994 гг. и вплоть до появления машины McLaren F1 считался самым быстрым серийным автомобилем в мире. В 1989 году Jaguar становится подразделением американского концерна Ford Motor. При этом британская марка не потеряла свою индивидуальность, а напротив, стала представлять все более качественные и интересные модели. В 1996 году морально устаревшую модель XJ-S сменил спорткар XK8, оснащенный мотором V8, пятиступенчатой автоматической КПП и эффективной подвеской с компьютерным управлением. В 1998 году был представлен S-Type, а в 2000 - F-Type и X-Type. Все они стали флагманами британского автомобилестроения и вошли в число лучших автомобилей 90-х годов в Европе. В 2003 году компания дебютировала в классе автомобилей с кузовом универсал, представив на автовыставке во Франкфурте модель X-TYPE Estate, оборудованную дизельным мотором и системой полного привода. В 2007 году во Франкфурте дебютировала модель заднеприводного седана XF, который пришел на смену модели S-Type. Новая модель, относящаяся к бизнес-классу, становится первым современным Ягуаром. Этот автомобиль, в облике которого сохранились черты предыдущих поколений, имеет все передовые высокотехнологичные системы. В 2008 году компания вошла в состав индийского концерна Tata Motors. А уже летом 2009 года состоялась презентация абсолютно нового седана XJ с алюминиевым кузовом, являющегося на сегодняшний день флагманом модельного ряда Jaguar. Разработанный на платформе своего предыдущего поколения премиальный седан XJ имеет широкую колесную базу, выполненный в утонченном и изысканном стиле салон, а также самое эффективное силовое оборудование. Фото модели представлены в каталоге на нашем сайте Auto.dmir.ru. В настоящее время компания представляет собой крупнейший концерн, работающий над созданием спортивных купе и концептуальных седанов класса «люкс».",машина
24,"Салон «Автобиография» является официальным дилером Ягуар в Санкт-Петербурге. У нас представлен весь модельный ряд, включая новинки. Салон располагает собственными СТО, где обслуживаются только наши клиенты. Как официальный дилер автомобиля Jaguar в СПб, мы предлагаем клиентам полный цикл обслуживания на самом высоком уровне.  У нас Вы можете: получить квалифицированную помощь в выборе. Если Вы хотите купить Jaguar, то наши сотрудники подберут для Вас машину, которая полностью соответствует Вашим требованиям, помогут разобраться в особенностях комплектаций. пройти очередное ТО. Также у нас можно осуществить ремонт. Наши клиенты всегда могут рассчитывать на быстрое и качественное обслуживание. пройти тест-драйв понравившегося авто. Прежде, чем купить Ягуар в нашем салоне в СПб, Вы имеете возможность на практике оценить все параметры выбранной машины. Сотрудники салона «Автобиография», оф. дилера Ягуар в СПб, всегда рады помочь Вам!",машина
25,"История компании Ягуар «Jaguar Cars Ltd.» начинается c 20-х годов прошлого столетия. В 1922 году Уильям Лайонс (Sir Lyons William) и его партнер Уильям Уолмсли (Sir Walmsley William) основали компанию Swallow Sidecar (сокращенно SS) в северном приморском городе Блэкпул (Blackpool), которая изначально специализировалась на производстве колясок для мотоциклов. Очень стильные алюминиевые коляски Swallow сразу обратили на себя внимание автолюбителей. Решив не останавливаться на достигнутом, талантливый и предприимчивый Уильям Лайонс решает попробовать себя в новом направлении - производстве автомобильных кузовов Swallow.
",машина
26,"Корни марки Jaguar уходят к английской компании SS Cars, которая в свою очередь  выросла из маленького предприятия по выпуску мотоциклетных колясок Swallow Sidecar. Это предприятие было основано  в 1922 году тезками Уильямом Лайонсом и Уильямом Уолмсли . Свое название оно получило от фамилии владельца гаража, где строились первые коляски, а поскольку Swallow по-английски означает «ласточка», то эта шустрая птичка стала их эмблемой.
",машина
27,"«Ягуар», английская автомобильная компания, специализирующаяся на выпуске легковых автомобилей класса «люкс», входящая в состав корпорации «Форд Мотор». Штаб-квартира находится в Ковентри. Свое начало компания ведет от основанной в 1925 двумя тезками — Уильямом Лайонсом (Sir Lyons William) и Уильямом Уолмсли (Sir Walmsley William) фирмы под названием Swallow Sidecar (сокращенно SS), первоначально специализировавшейся на производстве колясок для мотоциклов. Выпуск колясок не принес финансового процветания и Билл Лайонс переключился на разработку кузова для знаменитого в то время автомобиля «Остин 7»(Austin Seven), и в 1927 году получил заказ на изготовление 500 кузовов. Полученные средства и репутация позволили компании утвердиться на рынке дизайна кузовов, делая их в дальнейшем для моделей Fiat 509A, Morris Cowley, Wolseley Hornet. Пробовал Лайонс и проектировать свои собственные автомобили, питая пристрастие к двухместным спортивным моделям. Выставив летом 1931 на Лондонской автомобильной выставке две модели SSI и SSII компания добилась серьезного успеха. За ними последовали Jaguar SS90 и Jaguar SS100, броско названные так самим Лайонсом. Jaguar SS100 стал классической спортивной моделью 1940-х годов. В 1945 компания стала называться «Ягуар», так как аббревиатура SS вызывала нежелательные ассоциации с преступной нацистской организацией. Новый успех к компании пришел в 1948 на той же Лондонской автомобильной выставке, где все взоры привлек новый Jaguar XK120. Укомплектованный двигателем Heynes мощностью 105 л.с., этот автомобиль легко развивал скорость 126 км/ч и был признан самым быстрым среди серийных автомобилей. Пятидесятые годы начинаются с выпуска модели Jaguar Mk VII. Следующей была модель XK140, которая в 1954 году сменила в производстве Jaguar XK120, мощность двигателя выросла до 190 л.с. при объеме цилиндров 2,4 литра. С 1957 по 1960 компания делает активный рывок на американском рынке, где ее представляют модели Jaguar XK150 и XK150 Roadster, с двигателями от 2,4 до 3,8 литра, мощностью до 220 л.с. С 1961 по 1988 компания представила целый ряд спортивных купе и представительских седанов, отличавшихся высокой ценой и такими же высокими характеристиками. По престижности автомобили Jaguar можно сравнивать только с Ferrari и Rolls-Royse. «Ягуар» с 50-х годов близко сотрудничал с английской фирмой «Деймлер», чьи традиционно роскошные машины, по классу близкие к «ягуарам», постепенно заменяются выпускаемыми на заводах «Деймлер» «ягуарами». С 1960 «Деймлер» входит в состав «Ягуар». Сама компания «Ягуар», испытывая явные трудности с продажами, в 1966 объединяется с «Бритиш Мотор». 1961 год — Jaguar XKE — сенсация на выставке в Женеве. 1962 год — Jaguar MkX — успех на американском автомобильном рынке. В 1968 году появился Jaguar XJ6 (6- шестицилиндровым двигателем). Немного позже, в 1972 году, появился Jaguar XJ12 с 12-цилиндровым двигателем мощностью 311 л.с., который долгое время являлся самой мощной версией “ягуара”. Осенью 1968 года первый показ седана высшего класса Jaguar XJ8. В сентябре 1994: новая модель (X 300), XJR 4.0 Super Charged с компрессором. 1973 год — Jaguar XJ — двухместное закрытое купе. Максимальная скорость до 250км/ч. 1983 год — Jaguar XJ-S — 3,6 литра, 225 л.с., новый фирменный двигатель — AJ6. Jaguar XJ220 впервые был представлен на Британском автошоу 1988 года, где произвел настоящий фурор. Первый вариант был создан Клиффом Рюделлом (Cliff Rudell). Однако в 1987 году он был изменен Кейтом Хелфетом (Keith Helfet). Окончательный вариант автомобиля был представлен в 1991 году на Токийском автосалоне. В 1993 г. была представлена спортивная облегченная модификация “Jaguar XJ220-С”. 1988 год — открытие подразделения Jaguar Sport, занимающегося разработкой спортпрототипов на базе серийных Jaguar семейства XJ220. 1989 год — компания Jaguar становится филиалом фирмы Ford. 1991-94 годы — новый модельный ряд XJ В марте 1996 года в Женеве была представлена спортивная модель Jaguar XK8/XKR. Поставляется как купе и кабриолет. Jaguar S-type, автомобиль бизнес-класса (седан), представлен 21 октября 1998 года в Бирмингеме. В Детройте в 2000 г. состоялся показ спортивного родстера класса «люкс» F-type Concept. На автомобиле применена новейшая технология изготовления передних фар «Baroptic». Модель X-type, компактный седан класса «люкс», представлена в 2000. В 2000 году Jaguar вернулся на арену Formula-1. В честь большого события был подготовлен к выпуску новый спортивный автомобиль. Изготовлено только 100 моделей XKR “Silverstone” – быстрейшего Jaguar. Джонатан Броунинг комментировал появление XKR: “Этот год начинает новую главу в истории Jaguar.
",машина
28,"Jaguar — марка автомобилей, принадлежащая индийской Tata Motors. Штаб-квартира находится в Уитли, Великобритания.
",машина
29,"Каждая новая модель Jaguar проходит проверку в специальной климатической камере для того, чтобы водитель был уверен: его автомобиль заведется с первой же попытки в любой даже самой холодной стране мира.
",машина
30,"Франсис Вебер — это знаковая фигура во французском, да и в европейском кино в общем. Посудите сами: именно он открыл замечательный дуэт французских актёров Пьера Ришара и Жерара Депардьё, сняв их вместе в трёх картинах, ставших даже для нас какими-то родными. Его опыт в Голливуде в расчёт брать не стоит — там у него на заладилось. Но он с триумфом вернулся в родную Францию и продолжил работу с Жераром Депардьё, а также развил талант Жана Рено в комедийном амплуа, когда начал работать и с этим актёром. Правда, в последнее время больше задействует он Ришара Берри, но это мы не рассматриваем, тому ещё будет время, а пока вернёмся к Жану Рено. Первой лентой, где у Франсиса Вебера снялся этот знаменитый актёр с испанскими корнями, стал «Ягуар». Надо сказать, что комедия в данном случае — это относительно. Да, есть моменты, где можно улыбнуться. Они, в основном, появляются вначале, когда пройдоха и альфонс Франсуа Перрен (Патрик Брюэль) встречает на своём пути шамана из недр Амазонии и тот прилипает к нему как банный лист. В нём шаман видит замену себе, ведь у него вскоре похищают… душу! Неспособный брать на себя ответственность Франсуа соглашается лететь вместе с французским защитником лесов Амазонки Жаном Кампана (Жан Рено) в Южную Америку, так как Перрена начинают преследовать ростовщики, которым Перрен задолжал приличную сумму денег. Вот с того момента, когда бразильский шаман погружается в кому, комедия заканчивается, и на экране возникает «гринпис»-кино с этническим уклоном. Конечно же, кадры с девственными лесами глубин Амазонки радуют глаз, но в картине «Ягуар» вряд ли узнаешь старого-доброго Франсиса Вебера. хотя кто сказал, что экспериментировать не надо? К тому же этот эксперимент у режиссёра вышел вполне прилично. Столкновение между защитниками природы с самыми высокими и благонравственными целями против преступных капиталистов было отмечено тем, что любой зритель займёт одну сторону в этом конфликте и это сторона добра, таким образом Вебер учит нас добру. Среди всей этой истории и вращается мелкий мошенник Перрен, которому уготована участь стать спасителем племён Амазонки. Хорошо, что он хоть мир не спасает, а то показалось бы, что работа в Голливуде не прошла даром для Франсиса Вебера. К однозначным плюсам ленте запишу то, что актёрское трио Брюэль-Рено-Патрисия Веласкес стало единым целым. Конечно, брутальность Жана Рено бросалась в глаза в первую очередь, а то, что Брюэлю не достигнуть вершин, каких достигли мировые звёзды в других лентах Вебера во вторую, а экзотическая красота Веласкес идёт впереди её актёрского таланта в третью очередь, но всё же сыграли они комбинативно. Да и Дэнни Трехо в своём обычном амплуа антагониста хорош и вполне вписался в концепцию картины. В общем, «Ягуар» — это качественное европейское кино, столь далёкое от голливудских стандартов, что аж радость берёт за то, что смотришь что-то необычное, даже редкое.",фильм
31,"«Ягуар» — приключенческий, комедийный боевик известного и талантливого, французского режиссера и сценариста Франсиса Вебера 1996 года. Данный культовый фильм получился замечательным, французским, кинематографическим подарком, имеющий ценность и свою необыкновенную историю. Кино чудесное, и оно уже является классикой французского кинематографа. Я с детства люблю данную картину, и недавно ее с удовольствием пересмотрел. Мы видим историю духовной дружбы между индейцем и обычным французом. Индеец почувствовал во французе силу духа и добро и наградил его своей духовной силой с помощью магии. Мы видим незабываемое, удивительное путешествие героев в чащу Амазонки за спасением души милого индейца. Фильм оставляет лишь после себя положительные эмоции, и по сей день остается замечательным, чистым фильмом, которого хочется кому-нибудь показать. Этот приключенческий боевик насыщенный и содержательный, он ироничный и трогательный. В нем много чего намешено, и не посмотреть его — означает потерять многое. Актерский состав был приятным, поэтому данную картину сразу интересно было смотреть. Жан Рено талантливый, французский актер и настоящий мужчина. Он сыграл во многих достойных картинах, и в этом Фильме было приятно его увидеть. Жан Рено один из самых заметных актеров французского кинематографа, и играет он всегда убедительно, сдержанно и талантливо. Патрик Брюэль играл главную роль в этой картине, и его герой забавный и многогранный человек, но его выбрал индеец и сразу этим герой привлек к себе внимание. Брюэль сыграл тоже отлично, и многие сцены были очень смешными. В роли милой девушки приятно было увидеть еще молодую Патрисию Веласкес. Она интересная актриса, и я полюбил ее после фильмов про «Мумию». Ну, Дэнни Трехо как всегда играл отрицательную роль. Он всегда идеально подходит на такие роли. Что касается индейца Харрисона Лоу, он был такой чудесный и казался таким беззащитным. «Ягуар» — прекрасный и замечательный фильм, и его должен посмотреть каждый. Фильм снят достойно и интересно.",фильм
32,"Когда-то давно, по-моему в такой же жаркий летний день как этот, отзанимавшись (школа? институт?) и сделав все дела, я устроилась перед телевизором и увидела фильм «Ягуар». Тогда я не обращала внимания ни на страну-производителя ни на актеров, узнала Рено, но относясь к нему в высшей степени индифферентно, подумала — Рено так Рено, посмотрим, проведем время. Сказать, что я выпала из реальности, значит — ничего не сказать. При внешней простоте сюжета и кажущейся будничности его персонажей, фильм имеет неповторимую, просто сверкающую атмосферу. Перрен — легкомысленный, безответственный, трусоватый — списан с каждого второго из нас. Кампана — поживший, умудренный, но не потерявший веры в людей — мог бы быть тем Другом, которого желает иметь любой человек. Ну и Вану — Мастер, Учитель, на ум еще приходит — Просветленный. Все мы спешим куда-то, торопимся, ищем, боимся опоздать, беспокоимся, злимся, срываемся на окружающих, потом сожалеем, переживаем, теряем душевное равновесие… Такие фильмы как «Ягуар» будто говорят — остановись, оглянись, подумай. Твое счастье совсем рядом, нужно только осмелиться и взять его. Бесконечно доброе, светлое, жизнеутверждающее действо, которое должен увидеть каждый.",фильм
33,"Вам надоели крепкие алкогольные напитки (хорроры, трэшеры, расчлененки), но и молочные продукты (тягучие мелодраматические сериалы) не прельщают? Тогда вам нужен легкий аперитивчик хорошей французской марки «Франсис Вебер». Опытный сомелье предлагает окунуться в мир парижского шарма и амазонской экзотики, знойных латиноамериканок и невозмутимых французов. А для разнообразия в букет вплетена мистическая нить единства индейца, авантюриста и ягуара. Напоровшись на невесть откуда взявшегося в недрах фешенебельного столичного отеля полуголого индейского шамана, Франсуа Перрен (на этот раз в исполнении не знаменитого Пьера Ришара, а менее раскрученного Патрика Брюэля) круто меняет свою запутанную долгами и понтами жизнь. Чем приглянулся детищу природы (Х. Лоу) этот напыщенный малодушный франт — одному ягуару известно — но факт есть факт, — и обвешенный ожерельями и погоняемый непреклонным Жаном Компана (Жан Рено) он летит навстречу приключениям. Французская комедия — это почти всегда дуэт главных героев. Ведущим в тандеме стал наследник славы Депардье харизматичный Жан Рено, исследователь амазонских дебрей и лучший друг аборигенов. Испанский кумир французов никогда не опускает планку своих возможностей — и «Ягуар» стал блестящим паззлом в кинематографической мозаике брутального актёра. Дебют Патриции Веласкес прошёл на ура. Актриса стала узнаеваемой и в дальнейшем карьера её бурно развививалась, достигнув пика в «Мумиях». Ну, конечно, в приключенческих комедиях должен быть злодей. Указующий перст режиссёра предсказуемо был направлен на коварного Дэнни Трехо — такова внешность этого актёра. Наверное, лишь Рон Перлман мог ему в этом плане оказать конкуренцию. Несомненно, жизнь в Южной Америке не такая, как в картине, где пара-тройка опереточных негодяев вгоняет в ужас работяг окраин и боевых индейцев. Я думаю, что ближе к истине сценарий «Туристас» или «Город Бога». Но так хочется верить, что самоотверженный Жан Рено в одиночку одолеет местную мафию, а парижский кутила Патрик Брюэль перекуется в защитника слабых и обездоленных. Воспитанный по правилам урбанистической цивилизации, я не могу без содрогания смотреть, как главный герой непринуждённо попивает водичку мутной Амазонки, а первая красавица фильма бегает босиком по джунглям.  Но вспомним, что лёгкий аперитив не претендует на крепость градуса и многолетнюю выдержку. А со своей главной задачей — развлечь зрителя и ненавязчиво развивать зону ближайшего развития моральных ценностей — фильм полностью справился.",фильм
34,"Перефразируя старый лозунг из советских учебников по литературе, скажу: «Имя Вебера в сердце каждом». Франсис Вебер. У любого ценителя французского кино это имя отзовется в сердце чем-то теплым, добрым и родным. Француз, ставший родным миллионам кинозрителей во всем мире благодаря своим великолепным фильмам, в которых каждый человек сможет найти что-то свое. Живая легенда кино, классик, режиссер, вставший в один ряд с великими комедиографами Жераром Ури, Клодом Зиди, Ивом Робером, Эдуардом Молинаро. Человек, который вместе с этими признанными мэтрами сформировал понятие о французской комедии во всем мире. Человек, который заставил полюбить Францию и французских недотеп, про которых он снимал фильмы всю жизнь, даже советских домохозяек и американских бизнесменов, которые склепали римейки почти на все фильмы гения. Человек, снявший за свою 40-летнюю карьеру всего десяток фильмов, зато каждый из них стал работой настоящей, целостной, работой от души. Вебер работает очень долго над каждым своим фильмом, зато и получаются они на славу. Главной темой всех фильмов Вебера были приключения дуэта. Одного и того же дуэта, который с небольшими изменениями кочевал из фильма в фильм. Будь это совершенно гениальная «Игрушка», ставшая одним из символов французского кино 70-х, или самые последние ленты мэтра — «Невезучие» и «Дублер» — в них всегда участвует дуэт. Два диаметрально противоположных характера, проходящие через огонь и воду, побеждают зло — разное зло, иногда у зла, как в «Игрушке» — нет лица, оно абстрактно, оно — все общество, образ жизни, социальное неравенство, несправедливость. Иногда — совершенно конкретное зло, как в «Невезучих» 2003-го года — злобный мафиози. Главное — все фильмы Вебера — трогательные, добрые, сентиментальные, очень остроумные и при этом ужасно смешные. Этим его комедии напоминают фильмы великого Чаплина. Фильм, сюжет которого приводится на этой странице, относится к иному жанру. Это не комедия. Вернее, не комедия в том понимании этого слова, какое обычно зритель привык относить на счет Вебера. Может, поэтому фильм стоит в творчестве режиссера несколько особняком, и его, в отличие от знаменитых «Папаш», «Беглецов» и «Игрушки», видело не так много народу. Поставленный в 1996 году Вебером по собственному сценарию «Ягуар» — фильм более философский, менее концентрированный, более мечтательный, более отстраненный от действительности и совсем не смешной. Видимо, провалы американских лент «Три беглеца» и «Что я делала этим летом», провалы заслуженные, потому что фильмы не стоят и мизинца «французского» Вебера, научили режиссера чему-то, и заставили его, по возвращении во Францию, начать работу над таким необычным фильмом. Большая часть действия этого фильма проходит в амазонских джунглях, где герои спасают… душу старого индейца. Я не знаю, было ли подобное в кино уже или нет, но фильм выглядит очень оригинальным, я такого точно не видел. В первый раз Вебер отправил своих героев в погоню за таким необъяснимым и неосязаемым явлением, как душа. В череде иногда забавных, но по большей части, все же опасных приключений, герои выполняют свою миссию и обретают гораздо большее, чем-то, что они хотели найти. Несмотря на нетрадиционный сюжет и подход к его реализации, фильм все же традиционно веберовский. Да, смеха мало, но чувственность, легкость, трогательная одержимость героев своими идеями, дружба, безумства, совершаемые во имя добра и правды, остались. И дуэт остался в строгой неприкосновенности. Лучшим дуэтом, который удалось Веберу создать на экране, был дуэт двух великих актеров, настоящих гениев — Пьера Ришара и Жерара Депардье. Идеальный дуэт. Один из них — герой Депардье, всегда был героем в прямом смысле этого слова. Непоколебимый, твердый в своих убеждениях и целях, привыкший нерешемемые словами проблемы решать кулаками и идти до конца во что бы то ни стало, рисковать жизнью своей и других ради своих целей. А рядом всегда был герой Ришара — всегда его звали Франсуа Перрен, и это был герой иного плана — нелепый неудачник, чудак, садовая голова, растяпа, рассеянный, этакая «игрушка» в руках судьбы, «воробышек», — странный, неуклюжий и безобидный нескладный дядька, ввязывающийся в самые нелепые истории лишь благодаря своему вечному невезению, и благодаря ему же с блеском выпутывающийся из них. Ришар был идеален в роли Перрена, в этом образе он снялся в своих самых лучших фильмах, поднявшись своей игрой до чаплинских высот трагикомедии, особенно в «Игрушке» и «Беглецах». За то время, что Вебер провел в Америке, повторяясь и делая то, что никому не нужно, Ришар успел постареть. За десять лет, прошедших между «Беглецами» и «Ягуаром», он многое передумали многое сделал, в частности совсем почти отказался от комедий, и стал все больше тяготеть к драме. Старость брала свое. У Депардье никогда не было отбоя от предложений, он снимался везде, и не имел свободного времени. Став перед сложной задачей воссоздания старого дуэта, Вебер принял решение не возвращать привычных всем стариканов, а найти что-то помоложе. Изменилось время, должны меняться и герои. Образ Жерара Депардье перешел по наследству к потрясающему «Леону» и «Пришельцу» Жану Рено, взлетевшему в конце 80-х к вершинам славы вместе с Люком Бессоном, а вот образ Перрена примерил на себя не столь известный актер Патрик Брюэль. Как они сыграли? Жан Рено был великолепен — он подметил тончайшие детали классической роли и сыграл удивительно. Его герой европеец, но воспитанник индейского племени. Он понимает проблемы современного общества, но душа его и жизнь принадлежат амазонским джунглям. На его ногах ботинки, но все его внутреннее Я скачет босиком по кочкам неисследованных экваториальных чащ вместе с маленькими людьми, верящими в шаманов, духов леса и в украденные души. «Пограничный человек» получился у Рено блестяще. Жесткий, грубый, неразговорчивый, но целеустремленный, готовый отстаивать свою правду и помогать тем, кого он любит, даже на грани смерти. Сильный, полноценный человек. А вот смена Перрена явно не пошла фильму на пользу. Патрик Брюэль сыграл хоть и не плохо, но все же не настолько сильно, чтобы его можно было оценивать, как равного Рено. Обычно у Вебера дуэт — это нечто совершенно равноправное, здесь хорошо видно, как Брюэль пасует перед харизмой и талантом Рено. И не то, чтобы он играл плохо, нет, он, как и все Перрены, обаятельный неудачник, старающийся не влезать не в свое дело и все время в него влезающий, милый и неосторожный человек с чистой и светлой душой, восприимчивой равно как к хорошему, так и к плохому. Но этого не достаточно, чтобы встать на уровень Ришара. Перрен получился не столько трогательный и милый, сколько трусливо-нудноватый. В некоторых сценах Брюэль начинал раздражать своим нытьем, то, что у Ришара превращалось в феерию, искрящуюся искренним смехом и слезами, у Брюэля выглядит лишь слабым стремлением поймать нужную нить. Впрочем, для беготни по джунглям Ришар и вправду староват, да и для миссии, возложенной на плечи Перрена на этот раз нужен был более молодой и более красивый актер. В конце концов, в Перрена тут влюбляется сама Патриция Веласкес! У нее тут роль небольшая, но смотреть на эту жгучую латинскую красавицу можно, не отрываясь. Причем здесь она гораздо естественнее и красивее, чем во всяких золотых погремушках в нашумевших, но посредственных «Мумиях». Так вот, о Перрене — Ришар незаменим, это я точно знаю. Брюэль создал некий удобоваримый средний результат, хоть и не достиг и половины того, что герой Ришара делал со зрителем. Видимо и Вебера этот вариант не сильно вдохновил — он больше с Брюэлем не работал, а ведь Вебер очень привязан к «своим» актерам, и старается снимать их в каждом фильме. Актерский ансамбль отмечен еще одной яркой звездой — харизматичнейшим Дэнни Трехо, который сыграл индейца-злодея и сделал это потрясающе. Впрочем, эти его злодейские герои всегда радуют. У мужика настолько характерная внешность, что всю жизнь ему играть отморозков, но делает он это потрясающе! Фильмы Вебера — это всегда лекарство. От скуки, меланхолии, злости, пессимизма. «Ягуар» — не только увлекательный приключенческий фильм. Это лекарство от безразличия. Вебер любит то, о чем снимает фильмы и мы начинаем любить то, что любит он. Этот фильм против безразличия к людям, которое все чаще становится основой жизни цивилизованного урбанистического человека, запертого в тесных вонючих городах, привыкшего оценивать жизнь только деньгами. Он против безразличия к природе и за с единение с ее великой силой. Он против того, что цивилизация часто не улучшает человека, а вырывает из него с корнем все человеческое, оставляя лишь зверские инстинкты. А еще этот фильм о поиске себя. Находит себя Перрен, больше веры в жизнь и людей обретает могучий герой Рено, это было всегда — ведь и «Папаши» тоже, бросившись в погоню за своим лжесыном, нашли не только его, но и самих себя. В фильмах Вебера всегда торжествует справедливость. Может, это наивно и неправда, но именно в это хочется верить, именно этим хочется жить. Именно этому хочется учиться. Иногда ведь хочется сбежать от законов цивилизованного мира в какие-нибудь джунгли. Мы этого не делаем, но Вебер делает так, чтобы обычный зритель, сидя у себя дома, ощутил свое единение с роскошной природой Амазонки, почувствовал магическую силу индейцев, которые живут душой, хоть и не знают Интернета. На волю! На волю! вырваться из тесной халупы и лететь над Амазонкой или бежать по джунглям, перескакивая с ветки на ветку в теле благородного ягуара — вот какие чувства оставляет этот фильм. Как в старой песенке — «на далекой Амазонке не бывал я никогда», так вот — хочется поехать. Честное слово. В конце концов, зло все равно проиграет, правда ведь? Так говорит Франсис Вебер! А он не врет. Он иногда только немножечко присочиняет. Именно поэтому этот фильм похож на романы Жюля Верна — такой же наивный, но такой же честный и прочувствованный. Амазонка, джунгли, индейцы, магия, ягуары, Жан Рено, величественные картины природы и невероятная музыка Владимира Косма, выворачивающая душу наизнанку — что еще нужно зрителю, в душе которого живет тяга к путешествиям и любовь к французскому кино?",фильм
